"Step","main_box_pc_first_seed3 - main_return_rate"
"143856000","0.904"
"143910000","0.91"
"143964000","0.9255"
"144018000","0.906"
"144072000","0.911"
"144126000","0.9225"
"144180000","0.907"
"144234000","0.8505"
"144288000","0.8615"
"144342000","0.9025"
"144396000","0.9265"
"144450000","0.9375"
"144504000","0.93"
"144558000","0.925"
"144612000","0.9455"
"144666000","0.9355"
"144720000","0.938"
"144774000","0.927"
"144828000","0.9205"
"144882000","0.935"
"144936000","0.9405"
"144990000","0.919"
"145044000","0.9095"
"145098000","0.922"
"145152000","0.9355"
"145206000","0.8945"
"145260000","0.895"
"145314000","0.9225"
"145368000","0.908"
"145422000","0.9"
"145476000","0.9155"
"145530000","0.912"
"145584000","0.9085"
"145638000","0.931"
"145692000","0.935"
"145746000","0.9535"
"145800000","0.9325"
"145854000","0.923"
"145908000","0.9315"
"145962000","0.93"
"146016000","0.9305"
"146070000","0.907"
"146124000","0.923"
"146178000","0.9345"
"146232000","0.9215"
"146286000","0.9015"
"146340000","0.9285"
"146394000","0.949"
"146448000","0.929"
"146502000","0.9335"
"146556000","0.928"
"146610000","0.9145"
"146664000","0.978"
"146718000","0.9335"
"146772000","0.929"
"146826000","0.9215"
"146880000","0.921"
"146934000","0.9345"
"146988000","0.9515"
"147042000","0.9375"
"147096000","0.867"
"147150000","0.838"
"147204000","0.9205"
"147258000","0.8935"
"147312000","0.9125"
"147366000","0.916"
"147420000","0.925"
"147474000","0.9195"
"147528000","0.9225"
"147582000","0.9595"
"147636000","0.953"
"147690000","0.937"
"147744000","0.936"
"147798000","0.9525"
"147852000","0.9515"
"147906000","0.953"
"147960000","0.9625"
"148014000","0.9485"
"148068000","0.922"
"148122000","0.921"
"148176000","0.953"
"148230000","0.965"
"148284000","0.9445"
"148338000","0.9285"
"148392000","0.9425"
"148446000","0.945"
"148500000","0.9485"
"148554000","0.914"
"148608000","0.926"
"148662000","0.935"
"148716000","0.9355"
"148770000","0.9445"
"148824000","0.93"
"148878000","0.951"
"148932000","0.964"
"148986000","0.9595"
"149040000","0.943"
"149094000","0.953"
"149148000","0.957"
"149202000","0.9245"
"149256000","0.8995"
"149310000","0.868"
"149364000","0.9065"
"149418000","0.9165"
"149472000","0.9415"
"149526000","0.938"
"149580000","0.9435"
"149634000","0.9495"
"149688000","0.921"
"149742000","0.925"
"149796000","0.9525"
"149850000","0.9525"
"149904000","0.947"
"149958000","0.94"
"150012000","0.9185"
